5.523057683790485228e+00,7.863636363636363757e-01,8.499999999999999778e-01,8.863636363636362425e-01,9.499999999999999556e-01,2.045454545454545303e-01,3.318181818181817899e-01,9.772727272727272929e-01,9.136363636363635798e-01,7.136363636363636243e-01,7.409090909090908506e-01
6.126781621834008540e+00,9.136363636363635798e-01,6.772727272727272485e-01,6.045454545454544970e-01,5.409090909090908950e-01,4.590909090909091050e-01,2.227272727272727182e-01,8.590909090909091272e-01,8.499999999999999778e-01,6.227272727272726849e-01,8.227272727272727515e-01
5.173127421565776984e+00,5.045454545454545192e-01,5.863636363636363091e-01,9.590909090909089940e-01,6.954545454545454364e-01,1.681818181818181823e-01,5.909090909090908283e-02,3.136363636363636020e-01,1.409090909090909005e-01,5.318181818181817455e-01,6.863636363636362869e-01
3.107610215233641338e+00,4.499999999999999556e-01,2.227272727272727182e-01,7.409090909090908506e-01,2.136363636363636243e-01,5.772727272727272707e-01,5.681818181818181213e-01,4.863636363636363313e-01,9.318181818181817677e-01,9.409090909090909172e-01,5.681818181818181213e-01
1.256911351649355080e+00,2.045454545454545303e-01,9.681818181818181435e-01,4.863636363636363313e-01,7.727272727272727071e-02,6.227272727272726849e-01,5.500000000000000444e-01,4.136363636363635798e-01,8.772727272727272041e-01,9.045454545454545414e-01,8.045454545454544526e-01
6.023907296311507231e+00,2.318181818181818121e-01,5.681818181818181213e-01,3.136363636363636020e-01,7.863636363636363757e-01,8.954545454545453920e-01,6.681818181818182101e-01,5.863636363636363091e-01,1.863636363636363424e-01,7.045454545454545858e-01,4.772727272727272929e-01
2.658076480979154610e+00,6.318181818181818343e-01,4.545454545454545234e-03,9.681818181818181435e-01,6.681818181818182101e-01,3.318181818181817899e-01,8.772727272727272041e-01,4.954545454545454808e-01,4.681818181818181435e-01,5.500000000000000444e-01,4.409090909090909172e-01
5.772802575223824562e+00,3.409090909090909394e-01,7.136363636363636243e-01,6.409090909090908728e-01,8.318181818181817899e-01,3.045454545454545636e-01,4.136363636363635798e-01,8.772727272727272041e-01,1.681818181818181823e-01,7.681818181818180769e-01,3.227272727272727515e-01
1.703967991904812962e+00,9.545454545454545858e-02,1.318181818181818066e-01,5.045454545454545192e-01,1.499999999999999944e-01,5.000000000000000278e-02,8.590909090909091272e-01,7.045454545454545858e-01,7.681818181818180769e-01,8.681818181818181657e-01,9.772727272727272929e-01
2.972353450898314264e+00,3.681818181818181657e-01,1.954545454545454364e-01,9.227272727272726183e-01,4.590909090909091050e-01,6.818181818181817677e-02,5.045454545454545192e-01,1.045454545454545386e-01,3.954545454545453920e-01,3.772727272727272041e-01,9.590909090909089940e-01
3.089868129684403275e+00,5.772727272727272707e-01,4.090909090909090884e-02,3.772727272727272041e-01,3.136363636363636020e-01,7.227272727272726627e-01,7.954545454545454142e-01,3.954545454545453920e-01,1.318181818181818066e-01,7.500000000000000000e-01,4.499999999999999556e-01
2.329826129334870988e+00,4.045454545454545414e-01,7.590909090909090384e-01,2.409090909090909061e-01,8.590909090909091272e-01,8.590909090909091272e-01,8.636363636363636465e-02,4.545454545454545234e-03,6.136363636363635354e-01,5.000000000000000278e-02,4.318181818181817677e-01
5.376894181616944657e+00,3.318181818181817899e-01,1.681818181818181823e-01,3.863636363636363535e-01,6.045454545454544970e-01,1.863636363636363424e-01,6.318181818181818343e-01,5.772727272727272707e-01,3.409090909090909394e-01,2.318181818181818121e-01,5.863636363636363091e-01
1.882023760524418332e+00,1.954545454545454364e-01,1.136363636363636326e-01,7.863636363636363757e-01,1.681818181818181823e-01,2.681818181818181879e-01,6.954545454545454364e-01,1.499999999999999944e-01,1.136363636363636326e-01,4.954545454545454808e-01,2.500000000000000000e-01
4.021226783575228003e-01,1.772727272727272763e-01,1.363636363636363570e-02,1.772727272727272763e-01,5.000000000000000278e-02,7.045454545454545858e-01,9.863636363636363313e-01,2.954545454545454142e-01,4.090909090909090884e-02,2.500000000000000000e-01,9.227272727272726183e-01
5.946523531546796804e+00,9.227272727272726183e-01,8.318181818181817899e-01,8.954545454545453920e-01,6.409090909090908728e-01,4.045454545454545414e-01,7.409090909090908506e-01,8.136363636363636020e-01,5.318181818181817455e-01,4.227272727272727293e-01,9.499999999999999556e-01
5.436611330053787050e+00,8.590909090909091272e-01,6.863636363636362869e-01,3.318181818181817899e-01,3.772727272727272041e-01,6.409090909090908728e-01,8.318181818181817899e-01,4.499999999999999556e-01,7.772727272727272263e-01,7.772727272727272263e-01,3.863636363636363535e-01
5.506919092890620426e+00,3.954545454545453920e-01,5.136363636363636687e-01,2.500000000000000000e-01,8.409090909090908283e-01,3.409090909090909394e-01,2.272727272727272790e-02,3.227272727272727515e-01,9.772727272727272929e-01,1.499999999999999944e-01,6.772727272727272485e-01
2.025077431653397042e+00,9.681818181818181435e-01,7.318181818181818121e-01,6.590909090909090606e-01,1.227272727272727126e-01,7.318181818181818121e-01,6.818181818181817677e-02,7.318181818181818121e-01,6.409090909090908728e-01,4.318181818181817677e-01,5.772727272727272707e-01
2.746690229172310538e+00,7.318181818181818121e-01,1.772727272727272763e-01,5.772727272727272707e-01,1.863636363636363424e-01,7.500000000000000000e-01,1.136363636363636326e-01,9.681818181818181435e-01,9.545454545454545858e-02,6.863636363636362869e-01,7.318181818181818121e-01
6.061000876535421078e+00,7.500000000000000000e-01,9.318181818181817677e-01,7.045454545454545858e-01,5.227272727272727071e-01,4.681818181818181435e-01,4.590909090909091050e-01,6.136363636363635354e-01,7.863636363636363757e-01,6.136363636363635354e-01,1.136363636363636326e-01
5.085481435861830768e+00,9.954545454545453698e-01,4.954545454545454808e-01,8.772727272727272041e-01,3.863636363636363535e-01,3.227272727272727515e-01,2.136363636363636243e-01,3.863636363636363535e-01,8.954545454545453920e-01,2.590909090909090384e-01,7.772727272727272263e-01
3.597765125176342060e+00,4.545454545454545234e-03,8.045454545454544526e-01,7.136363636363636243e-01,9.227272727272726183e-01,1.045454545454545386e-01,4.954545454545454808e-01,2.681818181818181879e-01,6.590909090909090606e-01,1.772727272727272763e-01,2.318181818181818121e-01
5.334165621277306535e+00,1.136363636363636326e-01,5.772727272727272707e-01,4.318181818181817677e-01,4.772727272727272929e-01,2.590909090909090384e-01,7.227272727272726627e-01,9.863636363636363313e-01,3.772727272727272041e-01,2.045454545454545303e-01,4.090909090909090884e-02
