-5.946044490430614227e-01,3.883333333333333637e-01,8.116666666666667584e-01,2.833333333333333537e-02,4.583333333333333703e-01,1.450000000000000178e-01,3.383333333333333748e-01,5.749999999999999556e-01,1.150000000000000050e-01,3.116666666666666474e-01,5.116666666666667140e-01,4.833333333333333925e-02
-4.808777024700561231e-01,4.166666666666667129e-02,5.516666666666667496e-01,3.616666666666666918e-01,4.683333333333333792e-01,9.983333333333332948e-01,3.816666666666667096e-01,4.250000000000000444e-01,5.166666666666666630e-02,9.450000000000000622e-01,8.416666666666667851e-01,8.216666666666667673e-01
1.040081922469124454e+00,7.250000000000000888e-01,7.416666666666666963e-01,3.216666666666666563e-01,4.650000000000000244e-01,6.350000000000000089e-01,9.283333333333334547e-01,8.833333333333334703e-02,8.516666666666667940e-01,2.050000000000000155e-01,5.183333333333333126e-01,5.616666666666667584e-01
9.167781800474008591e-01,4.116666666666667362e-01,1.783333333333333437e-01,7.516666666666667052e-01,2.883333333333333304e-01,8.166666666666666519e-02,7.250000000000000888e-01,1.650000000000000078e-01,4.716666666666666785e-01,7.816666666666667318e-01,2.500000000000000139e-02,6.483333333333334281e-01
1.063524084049450591e-01,8.016666666666667496e-01,3.716666666666667007e-01,7.016666666666666607e-01,7.716666666666667229e-01,1.950000000000000067e-01,1.350000000000000089e-01,6.049999999999999822e-01,3.983333333333333171e-01,6.983333333333333615e-01,4.516666666666666607e-01,8.083333333333333481e-01
-5.794967866041383919e-01,2.166666666666666741e-02,6.350000000000000089e-01,1.716666666666666896e-01,8.983333333333334281e-01,2.683333333333333126e-01,2.183333333333333237e-01,8.549999999999999822e-01,2.383333333333333415e-01,4.150000000000000355e-01,4.416666666666666519e-01,3.850000000000000089e-01
9.333709838555326321e-02,2.850000000000000311e-01,2.750000000000000222e-01,6.083333333333333925e-01,8.150000000000000577e-01,7.083333333333333703e-01,4.683333333333333792e-01,9.483333333333334725e-01,5.350000000000000311e-01,6.183333333333334014e-01,5.050000000000001155e-01,8.916666666666667185e-01
-4.115502914344805196e-01,6.500000000000000222e-02,7.016666666666666607e-01,2.950000000000000400e-01,8.716666666666668117e-01,2.416666666666666963e-01,8.166666666666666519e-02,2.283333333333333326e-01,2.916666666666666852e-01,6.550000000000000266e-01,1.416666666666666630e-01,1.216666666666666730e-01
2.791310401300586830e-01,7.166666666666667018e-02,7.216666666666666785e-01,8.116666666666667584e-01,1.316666666666666541e-01,2.616666666666667140e-01,7.583333333333333037e-01,3.483333333333333837e-01,5.083333333333333037e-01,1.683333333333333348e-01,3.383333333333333748e-01,6.383333333333334192e-01
5.638741950998940045e-01,1.583333333333333259e-01,3.916666666666667185e-01,2.050000000000000155e-01,6.350000000000000089e-01,1.050000000000000100e-01,6.650000000000000355e-01,4.166666666666667129e-02,1.016666666666666829e-01,8.649999999999999911e-01,5.683333333333333570e-01,2.983333333333333393e-01
-8.088917517402144375e-02,8.349999999999999645e-01,8.649999999999999911e-01,8.950000000000000178e-01,2.166666666666666741e-02,7.950000000000000400e-01,7.316666666666666874e-01,6.983333333333333615e-01,9.850000000000000977e-01,4.983333333333333504e-01,7.250000000000000888e-01,9.583333333333334814e-01
-4.356026106384325303e-02,6.049999999999999822e-01,6.250000000000000000e-01,8.283333333333333659e-01,3.649999999999999911e-01,4.450000000000000622e-01,7.166666666666667018e-02,4.783333333333333881e-01,9.883333333333333970e-01,5.166666666666666630e-02,4.116666666666667362e-01,7.166666666666667018e-02
-5.933986451722540467e-01,6.350000000000000089e-01,1.550000000000000266e-01,6.833333333333332926e-02,2.083333333333333703e-01,1.150000000000000050e-01,6.833333333333332926e-02,4.916666666666666963e-01,4.383333333333333526e-01,9.283333333333334547e-01,8.183333333333333570e-01,2.216666666666666785e-01
-9.061139015829919319e-02,7.616666666666667140e-01,6.816666666666666430e-01,9.950000000000001066e-01,1.166666666666666720e-02,6.616666666666666252e-01,5.649999999999999467e-01,3.850000000000000089e-01,8.483333333333333837e-01,9.816666666666666874e-01,7.500000000000001110e-02,6.083333333333333925e-01
9.627804734443722312e-01,3.716666666666667007e-01,3.166666666666666935e-02,5.550000000000000488e-01,6.216666666666667007e-01,9.450000000000000622e-01,3.549999999999999822e-01,1.783333333333333437e-01,8.283333333333333659e-01,7.316666666666666874e-01,8.500000000000000611e-02,4.949999999999999956e-01
2.551099566562838872e-01,8.616666666666668029e-01,7.783333333333333215e-01,9.750000000000000888e-01,5.849999999999999645e-01,8.150000000000000577e-01,3.316666666666666652e-01,8.883333333333334192e-01,7.583333333333333037e-01,1.350000000000000089e-01,8.016666666666667496e-01,6.850000000000000533e-01
-4.293298851958282647e-01,2.350000000000000144e-01,3.649999999999999911e-01,9.250000000000000444e-01,4.716666666666666785e-01,8.416666666666667851e-01,2.500000000000000139e-02,4.383333333333333526e-01,5.949999999999999734e-01,1.183333333333333459e-01,8.216666666666667673e-01,4.166666666666667129e-02
-1.506241766029682017e-01,4.483333333333333615e-01,4.383333333333333526e-01,6.149999999999999911e-01,9.650000000000000799e-01,9.516666666666666607e-01,4.849999999999999867e-01,8.649999999999999911e-01,3.549999999999999822e-01,8.816666666666667096e-01,7.583333333333333037e-01,6.983333333333333615e-01
-3.602767292153498113e-01,5.000000000000000104e-03,9.283333333333334547e-01,9.150000000000000355e-01,5.783333333333333659e-01,2.516666666666667052e-01,4.583333333333333703e-01,7.783333333333333215e-01,6.816666666666666430e-01,9.416666666666666519e-01,1.283333333333333548e-01,4.283333333333333437e-01
-4.841630553294763994e-01,2.883333333333333304e-01,3.083333333333333481e-01,2.166666666666666741e-02,2.283333333333333326e-01,8.333333333333333218e-03,2.783333333333333215e-01,1.883333333333333526e-01,3.583333333333333925e-01,8.083333333333333481e-01,4.316666666666666985e-01,8.500000000000000611e-02
8.242052919636655428e-01,4.883333333333333970e-01,5.816666666666667762e-01,8.083333333333333481e-01,7.616666666666667140e-01,5.166666666666666630e-02,7.616666666666667140e-01,3.549999999999999822e-01,8.883333333333334192e-01,2.683333333333333126e-01,4.716666666666666785e-01,7.250000000000000888e-01
-2.742687366395871879e-02,9.916666666666666963e-01,2.150000000000000244e-01,5.150000000000001243e-01,6.683333333333334458e-01,6.883333333333334636e-01,9.166666666666667407e-02,2.316666666666666874e-01,8.850000000000000089e-01,6.683333333333334458e-01,6.283333333333334103e-01,5.316666666666667318e-01
-7.636822173863523355e-01,1.666666666666666774e-03,9.750000000000000888e-01,4.499999999999999833e-02,9.050000000000000266e-01,9.750000000000000888e-01,6.550000000000000266e-01,8.616666666666668029e-01,5.749999999999999556e-01,4.350000000000000533e-01,7.316666666666666874e-01,1.833333333333333343e-02
